instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq10-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq10-amp0.1 kriging 0 0 1 10 0.2251 0.1429 0.4080 0.2380 0.1425 0.0835 0.0492 0.0263 0.0129 0.0055 0.0015 0.0006 0.0006 0.1656 1.2503 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq100-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq100-amp0.1 kriging 0 0 1 10 0.1603 0.1549 0.3304 0.1689 0.0962 0.0522 0.0272 0.0143 0.0061 0.0025 0.0011 0.0006 0.0003 0.1397 1.3406 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq10-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq10-amp0.5 kriging 0 0 1 10 0.0115 0.7146 0.1925 0.0781 0.0360 0.0190 0.0111 0.0058 0.0028 0.0014 0.0006 0.0004 0.0002 0.1013 1.5987 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq100-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq100-amp0.5 kriging 0 0 1 10 0.0059 0.7746 0.1551 0.0610 0.0326 0.0176 0.0094 0.0055 0.0032 0.0013 0.0004 0.0003 0.0002 0.0961 1.7675 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq10-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq10-amp1 kriging 0 0 1 10 0.0029 1.4292 0.1833 0.0736 0.0325 0.0182 0.0100 0.0057 0.0024 0.0014 0.0006 0.0004 0.0002 0.0988 1.6201 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq100-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq100-amp1 kriging 0 0 1 10 0.0010 1.5493 0.1495 0.0595 0.0310 0.0173 0.0089 0.0056 0.0031 0.0012 0.0003 0.0002 0.0002 0.0951 1.7951 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq10-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq10-amp1.5 kriging 0 0 1 10 0.0013 2.1438 0.1817 0.0738 0.0330 0.0176 0.0094 0.0053 0.0025 0.0014 0.0006 0.0004 0.0002 0.0984 1.6211 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq100-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq100-amp1.5 kriging 0 0 1 10 0.0003 2.3239 0.1486 0.0598 0.0306 0.0173 0.0091 0.0057 0.0031 0.0012 0.0003 0.0002 0.0002 0.0951 1.7976 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq10-amp2 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq10-amp2 kriging 0 0 1 10 0.0007 2.8584 0.1810 0.0730 0.0325 0.0174 0.0095 0.0055 0.0025 0.0014 0.0006 0.0004 0.0002 0.0982 1.6205 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.05-freq100-amp2 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.05-freq100-amp2 kriging 0 0 1 10 0.0001 3.0986 0.1481 0.0598 0.0308 0.0175 0.0091 0.0057 0.0031 0.0012 0.0003 0.0002 0.0002 0.0951 1.7979 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq10-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq10-amp0.1 kriging 0 0 1 10 0.2263 0.1426 0.4093 0.2391 0.1432 0.0842 0.0496 0.0265 0.0132 0.0055 0.0015 0.0006 0.0006 0.1660 1.2494 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq100-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq100-amp0.1 kriging 0 0 1 10 0.1607 0.1545 0.3308 0.1691 0.0963 0.0524 0.0274 0.0143 0.0061 0.0025 0.0011 0.0006 0.0003 0.1399 1.3401 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq10-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq10-amp0.5 kriging 0 0 1 10 0.0117 0.7130 0.1924 0.0781 0.0360 0.0189 0.0111 0.0058 0.0028 0.0014 0.0006 0.0004 0.0002 0.1013 1.5985 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq100-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq100-amp0.5 kriging 0 0 1 10 0.0059 0.7729 0.1547 0.0608 0.0325 0.0175 0.0094 0.0053 0.0032 0.0013 0.0004 0.0003 0.0002 0.0961 1.7679 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq10-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq10-amp1 kriging 0 0 1 10 0.0030 1.4261 0.1835 0.0735 0.0325 0.0182 0.0100 0.0057 0.0024 0.0014 0.0006 0.0004 0.0002 0.0988 1.6205 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq100-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq100-amp1 kriging 0 0 1 10 0.0010 1.5459 0.1495 0.0594 0.0310 0.0173 0.0089 0.0056 0.0031 0.0012 0.0003 0.0002 0.0002 0.0951 1.7956 nan
COCOfunction15-dim10-seed1-disth1-height1-radius0.1-freq10-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction15-dim10-seed1-disth2-height1-radius0.1-freq10-amp1.5 kriging 0 0 1 10 0.0013 2.1391 0.1815 0.0737 0.0329 0.0176 0.0095 0.0054 0.0025 0.0014 0.0006 0.0004 0.0002 0.0983 1.6216 nan
