instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq10-amp0.1 kriging 0 0 1 5 0.9856 0.0226 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9968 0.8752 0.3886 0.0179 0.0184 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq10-amp0.1 kriging 0 0 1 5 0.9998 0.0022 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9986 0.9946 0.9856 0.9692 0.0149 0.0150 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq100-amp0.1 kriging 0 0 1 5 0.9840 0.0233 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9952 0.8094 0.2576 0.0196 0.0204 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq100-amp0.1 kriging 0 0 1 5 0.9997 0.0028 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.9966 0.9904 0.9750 0.9534 0.0208 0.0209 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq10-amp0.5 kriging 0 0 1 5 0.7097 0.1134 0.9890 0.9578 0.8746 0.7416 0.5496 0.3632 0.2064 0.1206 0.0688 0.0492 0.0378 0.2088 0.3875 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq10-amp0.5 kriging 0 0 1 5 0.9963 0.0111 0.9980 0.9964 0.9940 0.9896 0.9816 0.9752 0.9608 0.9400 0.9020 0.8516 0.7704 0.1110 0.1157 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq100-amp0.5 kriging 0 0 1 5 0.7169 0.1165 0.9998 0.9960 0.9704 0.8698 0.5958 0.3272 0.1852 0.1232 0.0678 0.0518 0.0376 0.1732 0.3063 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq100-amp0.5 kriging 0 0 1 5 0.9939 0.0141 0.9990 0.9948 0.9852 0.9750 0.9646 0.9508 0.9328 0.9116 0.8624 0.7958 0.7168 0.1445 0.1536 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq10-amp1 kriging 0 0 1 5 0.3443 0.2268 0.7036 0.4840 0.2986 0.1886 0.1242 0.0890 0.0670 0.0508 0.0394 0.0302 0.0258 0.2351 0.9381 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq10-amp1 kriging 0 0 1 5 0.9853 0.0223 0.9938 0.9844 0.9748 0.9614 0.9450 0.9274 0.9080 0.8706 0.7860 0.6930 0.5912 0.1765 0.1936 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq100-amp1 kriging 0 0 1 5 0.3950 0.2331 0.9358 0.6004 0.3382 0.2112 0.1452 0.1012 0.0734 0.0554 0.0408 0.0276 0.0244 0.2149 0.7138 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq100-amp1 kriging 0 0 1 5 0.9760 0.0283 0.9824 0.9602 0.9420 0.9248 0.9064 0.8842 0.8546 0.8092 0.7214 0.6278 0.5400 0.2276 0.2610 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq10-amp1.5 kriging 0 0 1 5 0.1653 0.3402 0.4596 0.2390 0.1462 0.0992 0.0716 0.0562 0.0460 0.0386 0.0296 0.0246 0.0224 0.2133 1.3318 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq10-amp1.5 kriging 0 0 1 5 0.9676 0.0335 0.9864 0.9700 0.9506 0.9334 0.9146 0.8902 0.8554 0.7940 0.6868 0.5816 0.4876 0.2158 0.2485 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq100-amp1.5 kriging 0 0 1 5 0.2303 0.3497 0.6068 0.3026 0.1844 0.1216 0.0856 0.0646 0.0512 0.0418 0.0274 0.0238 0.0222 0.2105 1.0534 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq100-amp1.5 kriging 0 0 1 5 0.9474 0.0425 0.9552 0.9272 0.9040 0.8790 0.8526 0.8206 0.7778 0.7198 0.6166 0.5286 0.4204 0.2752 0.3385 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq10-amp2 kriging 0 0 1 5 0.0852 0.4536 0.3450 0.1674 0.1030 0.0710 0.0550 0.0450 0.0388 0.0320 0.0262 0.0226 0.0214 0.1974 1.5772 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq10-amp2 kriging 0 0 1 5 0.9438 0.0447 0.9790 0.9518 0.9330 0.9092 0.8842 0.8498 0.7950 0.7222 0.6060 0.5090 0.3928 0.2431 0.2930 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.2-freq100-amp2 kriging 0 0 1 5 0.1478 0.4663 0.4064 0.2132 0.1328 0.0880 0.0630 0.0506 0.0426 0.0318 0.0246 0.0224 0.0216 0.2006 1.3215 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.2-freq100-amp2 kriging 0 0 1 5 0.9099 0.0567 0.9330 0.8952 0.8640 0.8340 0.7992 0.7582 0.7144 0.6474 0.5480 0.4460 0.3206 0.3062 0.4018 nan
COCOfunction8-dim5-seed1-disth1-height0.25-radius0.25-freq10-amp0.1 kriging 0 0 1 5 0.9819 0.0257 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9680 0.5570 0.0858 0.0227 0.0239 nan
COCOfunction8-dim5-seed1-disth2-height0.25-radius0.25-freq10-amp0.1 kriging 0 0 1 5 0.9999 0.0014 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0001 0.0001 nan
