instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq10-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq10-amp0.1 kriging 0 0 1 10 0.4260 0.0988 0.7592 0.5485 0.3778 0.2441 0.1523 0.0886 0.0478 0.0208 0.0068 0.0022 0.0013 0.2102 0.7747 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq100-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq100-amp0.1 kriging 0 0 1 10 0.3043 0.1070 0.5896 0.3557 0.2225 0.1363 0.0817 0.0482 0.0253 0.0128 0.0042 0.0012 0.0007 0.1882 0.9831 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq10-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq10-amp0.5 kriging 0 0 1 10 0.0402 0.4943 0.2232 0.1051 0.0536 0.0300 0.0168 0.0089 0.0049 0.0026 0.0009 0.0003 0.0002 0.1177 1.5860 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq100-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq100-amp0.5 kriging 0 0 1 10 0.0127 0.5353 0.1660 0.0730 0.0406 0.0226 0.0118 0.0066 0.0041 0.0019 0.0009 0.0004 0.0002 0.1048 1.8059 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq10-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq10-amp1 kriging 0 0 1 10 0.0148 0.9886 0.1895 0.0861 0.0448 0.0236 0.0125 0.0078 0.0039 0.0017 0.0006 0.0003 0.0002 0.1085 1.6774 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq100-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq100-amp1 kriging 0 0 1 10 0.0020 1.0707 0.1488 0.0663 0.0344 0.0194 0.0109 0.0062 0.0037 0.0017 0.0007 0.0003 0.0002 0.1001 1.8415 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq10-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq10-amp1.5 kriging 0 0 1 10 0.0090 1.4829 0.1826 0.0816 0.0423 0.0224 0.0116 0.0074 0.0038 0.0017 0.0004 0.0003 0.0002 0.1063 1.6938 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq100-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq100-amp1.5 kriging 0 0 1 10 0.0005 1.6061 0.1478 0.0654 0.0333 0.0192 0.0111 0.0061 0.0035 0.0018 0.0005 0.0003 0.0002 0.0994 1.8385 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq10-amp2 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq10-amp2 kriging 0 0 1 10 0.0066 1.9772 0.1810 0.0782 0.0422 0.0218 0.0110 0.0073 0.0039 0.0017 0.0004 0.0003 0.0002 0.1054 1.6988 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.05-freq100-amp2 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.05-freq100-amp2 kriging 0 0 1 10 0.0001 2.1415 0.1484 0.0658 0.0329 0.0188 0.0113 0.0064 0.0035 0.0018 0.0006 0.0003 0.0002 0.0993 1.8340 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq10-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq10-amp0.1 kriging 0 0 1 10 0.4280 0.0985 0.7617 0.5500 0.3797 0.2464 0.1541 0.0891 0.0482 0.0212 0.0071 0.0022 0.0013 0.2106 0.7727 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq100-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq100-amp0.1 kriging 0 0 1 10 0.3054 0.1067 0.5910 0.3570 0.2235 0.1367 0.0818 0.0489 0.0253 0.0128 0.0042 0.0012 0.0007 0.1885 0.9818 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq10-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq10-amp0.5 kriging 0 0 1 10 0.0408 0.4928 0.2233 0.1053 0.0535 0.0300 0.0168 0.0089 0.0049 0.0026 0.0009 0.0003 0.0002 0.1178 1.5846 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq100-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq100-amp0.5 kriging 0 0 1 10 0.0127 0.5337 0.1655 0.0727 0.0404 0.0224 0.0118 0.0066 0.0041 0.0019 0.0009 0.0004 0.0002 0.1047 1.8071 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq10-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq10-amp1 kriging 0 0 1 10 0.0151 0.9856 0.1891 0.0861 0.0446 0.0235 0.0124 0.0077 0.0039 0.0017 0.0006 0.0003 0.0002 0.1084 1.6770 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq100-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq100-amp1 kriging 0 0 1 10 0.0020 1.0675 0.1486 0.0661 0.0342 0.0194 0.0109 0.0062 0.0037 0.0017 0.0007 0.0003 0.0002 0.0999 1.8427 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq10-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq10-amp1.5 kriging 0 0 1 10 0.0092 1.4785 0.1829 0.0816 0.0421 0.0224 0.0115 0.0075 0.0038 0.0017 0.0004 0.0003 0.0002 0.1062 1.6939 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq100-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction19-dim10-seed1-disth2-height1-radius0.1-freq100-amp1.5 kriging 0 0 1 10 0.0004 1.6012 0.1478 0.0652 0.0328 0.0192 0.0110 0.0061 0.0035 0.0018 0.0005 0.0003 0.0002 0.0993 1.8397 nan
COCOfunction19-dim10-seed1-disth1-height1-radius0.1-freq10-amp2 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
