instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq10-amp0.1 kriging 0 0 1 10 0.9919 0.0147 1.0000 0.9999 0.9999 0.9999 0.9998 0.9997 0.9985 0.9910 0.9397 0.7983 0.5716 0.0396 0.0411 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq10-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq100-amp0.1 kriging 0 0 1 10 0.9886 0.0159 0.9999 0.9999 0.9999 0.9995 0.9986 0.9972 0.9918 0.9727 0.8727 0.6802 0.4092 0.0578 0.0609 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq100-amp0.1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq10-amp0.5 kriging 0 0 1 10 0.8243 0.0736 0.9666 0.9244 0.8627 0.7862 0.6793 0.5452 0.3814 0.1904 0.0344 0.0068 0.0018 0.2282 0.3888 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq10-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq100-amp0.5 kriging 0 0 1 10 0.7736 0.0796 0.9521 0.8922 0.8098 0.7039 0.5770 0.4285 0.2552 0.0961 0.0152 0.0029 0.0007 0.2267 0.4334 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq100-amp0.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq10-amp1 kriging 0 0 1 10 0.5231 0.1472 0.7824 0.6252 0.4654 0.3179 0.1948 0.1018 0.0418 0.0138 0.0030 0.0009 0.0003 0.2130 0.7060 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq10-amp1 kriging 0 0 1 10 0.9999 0.0001 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0003 0.0003 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq100-amp1 kriging 0 0 1 10 0.4535 0.1592 0.7569 0.5697 0.3896 0.2425 0.1279 0.0567 0.0226 0.0076 0.0018 0.0008 0.0004 0.1921 0.7283 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq100-amp1 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0000 0.0000 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq10-amp1.5 kriging 0 0 1 10 0.3126 0.2208 0.5881 0.3662 0.2185 0.1245 0.0646 0.0308 0.0131 0.0053 0.0012 0.0003 0.0002 0.1738 0.9467 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq10-amp1.5 kriging 0 0 1 10 0.9999 0.0002 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9999 0.0006 0.0006 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq100-amp1.5 kriging 0 0 1 10 0.2636 0.2388 0.5617 0.3275 0.1772 0.0834 0.0389 0.0175 0.0086 0.0034 0.0012 0.0006 0.0004 0.1550 0.9414 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq100-amp1.5 kriging 0 0 1 10 1.0000 0.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0001 0.0001 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq10-amp2 kriging 0 0 1 10 0.1923 0.2944 0.4313 0.2296 0.1267 0.0674 0.0336 0.0158 0.0076 0.0033 0.0009 0.0003 0.0001 0.1490 1.1400 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq10-amp2 kriging 0 0 1 10 0.9999 0.0002 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9999 0.9997 0.0011 0.0011 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.1-freq100-amp2 kriging 0 0 1 10 0.1635 0.3184 0.4229 0.2062 0.0951 0.0448 0.0221 0.0119 0.0054 0.0026 0.0011 0.0005 0.0002 0.1339 1.1129 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.1-freq100-amp2 kriging 0 0 1 10 0.9999 0.0001 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0002 0.0002 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.15-freq10-amp0.1 kriging 0 0 1 10 0.9946 0.0119 1.0000 1.0000 1.0000 0.9999 0.9999 0.9998 0.9996 0.9978 0.9762 0.8936 0.7227 0.0280 0.0287 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.15-freq10-amp0.1 kriging 0 0 1 10 0.9999 0.0004 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9999 0.9996 0.9993 0.0016 0.0016 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.15-freq100-amp0.1 kriging 0 0 1 10 0.9925 0.0128 1.0000 0.9999 0.9999 0.9999 0.9998 0.9990 0.9970 0.9898 0.9404 0.8083 0.5926 0.0420 0.0434 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.15-freq100-amp0.1 kriging 0 0 1 10 0.9999 0.0004 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.0005 0.0005 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.15-freq10-amp0.5 kriging 0 0 1 10 0.8774 0.0596 0.9823 0.9611 0.9278 0.8756 0.8017 0.7009 0.5570 0.3649 0.1087 0.0222 0.0050 0.2146 0.3166 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.15-freq10-amp0.5 kriging 0 0 1 10 0.9997 0.0023 1.0000 1.0000 1.0000 0.9998 0.9997 0.9994 0.9989 0.9985 0.9974 0.9961 0.9928 0.0168 0.0168 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.15-freq100-amp0.5 kriging 0 0 1 10 0.8400 0.0644 0.9775 0.9436 0.8915 0.8213 0.7216 0.6016 0.4464 0.2383 0.0544 0.0117 0.0027 0.2218 0.3582 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.15-freq100-amp0.5 kriging 0 0 1 10 0.9997 0.0021 1.0000 1.0000 1.0000 1.0000 1.0000 0.9998 0.9997 0.9995 0.9981 0.9957 0.9917 0.0112 0.0112 nan
COCOfunction20-dim10-seed1-dists1-centres6-radius0.15-freq10-amp1 kriging 0 0 1 10 0.6282 0.1192 0.8603 0.7484 0.6191 0.4829 0.3447 0.2130 0.1079 0.0364 0.0075 0.0022 0.0005 0.2343 0.6018 nan
COCOfunction20-dim10-seed1-dists2-centres6-radius0.15-freq10-amp1 kriging 0 0 1 10 0.9990 0.0046 0.9999 0.9997 0.9994 0.9988 0.9983 0.9980 0.9974 0.9963 0.9931 0.9890 0.9822 0.0337 0.0338 nan
