instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq10-amp0.1 kriging 0 0 1 10 0.2262 0.0697 0.3150 0.1772 0.1175 0.0789 0.0538 0.0343 0.0196 0.0094 0.0030 0.0014 0.0006 0.1710 1.5076 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq10-amp0.1 kriging 0 0 1 10 0.9848 0.0043 0.9767 0.9636 0.9549 0.9472 0.9425 0.9374 0.9325 0.9253 0.9139 0.9046 0.8958 0.2002 0.2121 nan
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq100-amp0.1 kriging 0 0 1 10 0.2012 0.0753 0.2854 0.1545 0.0972 0.0618 0.0403 0.0267 0.0149 0.0086 0.0027 0.0013 0.0004 0.1578 1.5650 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq100-amp0.1 kriging 0 0 1 10 0.9813 0.0048 0.9711 0.9613 0.9549 0.9492 0.9442 0.9384 0.9316 0.9243 0.9149 0.9064 0.8993 0.2030 0.2153 nan
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq10-amp0.5 kriging 0 0 1 10 0.0098 0.3488 0.1922 0.0811 0.0402 0.0213 0.0120 0.0059 0.0028 0.0019 0.0006 0.0002 0.0002 0.1044 1.6158 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq10-amp0.5 kriging 0 0 1 10 0.7237 0.0216 0.9358 0.9232 0.9139 0.9073 0.9025 0.8963 0.8926 0.8869 0.8792 0.8726 0.8682 0.2697 0.2978 nan
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq100-amp0.5 kriging 0 0 1 10 0.0160 0.3768 0.1657 0.0709 0.0347 0.0193 0.0104 0.0067 0.0046 0.0030 0.0012 0.0007 0.0002 0.1029 1.7812 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq100-amp0.5 kriging 0 0 1 10 0.6762 0.0240 0.9319 0.9202 0.9139 0.9087 0.9038 0.9002 0.8969 0.8920 0.8866 0.8797 0.8758 0.2717 0.2996 nan
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq10-amp1 kriging 0 0 1 10 0.0019 0.6977 0.1853 0.0782 0.0366 0.0193 0.0115 0.0058 0.0027 0.0016 0.0004 0.0002 0.0002 0.1018 1.6314 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq10-amp1 kriging 0 0 1 10 0.3984 0.0433 0.9185 0.9048 0.8961 0.8923 0.8876 0.8833 0.8792 0.8746 0.8690 0.8643 0.8609 0.2922 0.3279 nan
COCOfunction12-dim10-seed1-dists1-centres3-radius0.2-freq100-amp1 kriging 0 0 1 10 0.0065 0.7536 0.1535 0.0636 0.0321 0.0180 0.0097 0.0064 0.0046 0.0028 0.0011 0.0004 0.0001 0.0998 1.8211 nan
COCOfunction12-dim10-seed1-dists2-centres3-radius0.2-freq100-amp1 kriging 0 0 1 10 0.3409 0.0480 0.9157 0.9050 0.8999 0.8967 0.8924 0.8892 0.8866 0.8811 0.8763 0.8717 0.8669 0.2911 0.3252 nan
