instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction11-dim2-seed1-disth1-height0-radius0.025-freq10-amp0.1 kriging 0 0 1 2 0.9958 0.0187 0.9590 0.9380 0.9160 0.8915 0.8385 0.7855 0.7370 0.6945 0.6485 0.6175 0.5855 0.2807 0.3425 nan
COCOfunction11-dim2-seed1-disth2-height0-radius0.025-freq10-amp0.1 kriging 0 0 1 2 0.9964 0.0179 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9950 0.9605 0.8870 0.0161 0.0163 nan
COCOfunction11-dim2-seed1-disth1-height0-radius0.025-freq100-amp0.1 kriging 0 0 1 2 0.9953 0.0196 0.9495 0.8695 0.8060 0.7700 0.7395 0.7195 0.7005 0.6745 0.6360 0.6060 0.5770 0.3413 0.4461 nan
COCOfunction11-dim2-seed1-disth2-height0-radius0.025-freq100-amp0.1 kriging 0 0 1 2 0.9961 0.0180 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9990 0.9875 0.9520 0.8630 0.0209 0.0212 nan
COCOfunction11-dim2-seed1-disth1-height0-radius0.025-freq10-amp0.5 kriging 0 0 1 2 0.9105 0.0936 0.8545 0.7575 0.6775 0.6395 0.6150 0.5940 0.5710 0.5555 0.5300 0.5080 0.4955 0.4039 0.6216 nan
COCOfunction11-dim2-seed1-disth2-height0-radius0.025-freq10-amp0.5 kriging 0 0 1 2 0.9064 0.0898 1.0000 0.9935 0.9815 0.9545 0.9220 0.8805 0.7910 0.6075 0.4070 0.3100 0.1890 0.1799 0.2217 nan
COCOfunction11-dim2-seed1-disth1-height0-radius0.025-freq100-amp0.5 kriging 0 0 1 2 0.8932 0.0981 0.6825 0.6495 0.6240 0.6090 0.5915 0.5760 0.5600 0.5475 0.5220 0.5000 0.4900 0.4523 0.7561 nan
COCOfunction11-dim2-seed1-disth2-height0-radius0.025-freq100-amp0.5 kriging 0 0 1 2 0.9140 0.0903 0.9990 0.9915 0.9830 0.9625 0.9300 0.8730 0.7935 0.5885 0.4000 0.2585 0.0900 0.1744 0.2162 nan
COCOfunction11-dim2-seed1-disth1-height0-radius0.025-freq10-amp1 kriging 0 0 1 2 0.7296 0.1872 0.7840 0.6655 0.6015 0.5740 0.5595 0.5460 0.5310 0.5140 0.4980 0.4845 0.4740 0.4298 0.7217 nan
COCOfunction11-dim2-seed1-disth2-height0-radius0.025-freq10-amp1 kriging 0 0 1 2 0.6620 0.1796 0.9575 0.8845 0.8160 0.6915 0.5575 0.4560 0.3845 0.3095 0.1765 0.0745 0.0390 0.2799 0.4876 nan
