instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq10-amp0.1 kriging 0 0 1 10 0.9926 0.0192 1.0000 1.0000 0.9999 0.9998 0.9998 0.9998 0.9997 0.9986 0.9836 0.8802 0.6667 0.0267 0.0274 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq10-amp0.1 kriging 0 0 1 10 0.9995 0.0047 1.0000 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9996 0.9984 0.9934 0.0093 0.0093 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq100-amp0.1 kriging 0 0 1 10 0.9906 0.0207 1.0000 1.0000 0.9999 0.9999 0.9998 0.9995 0.9990 0.9961 0.9594 0.8059 0.5490 0.0339 0.0350 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq100-amp0.1 kriging 0 0 1 10 0.9994 0.0048 1.0000 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9986 0.9943 0.9860 0.0110 0.0110 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq10-amp0.5 kriging 0 0 1 10 0.8428 0.0961 0.9369 0.8886 0.8315 0.7637 0.6905 0.6088 0.5031 0.3522 0.1555 0.0702 0.0401 0.2795 0.4485 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq10-amp0.5 kriging 0 0 1 10 0.9884 0.0239 0.9998 0.9996 0.9995 0.9991 0.9977 0.9945 0.9896 0.9785 0.9464 0.8876 0.7989 0.0582 0.0595 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq100-amp0.5 kriging 0 0 1 10 0.8088 0.1035 0.9754 0.9467 0.9070 0.8374 0.7373 0.6018 0.4213 0.2420 0.1062 0.0570 0.0374 0.2257 0.3591 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq100-amp0.5 kriging 0 0 1 10 0.9874 0.0242 0.9995 0.9982 0.9966 0.9935 0.9897 0.9840 0.9753 0.9591 0.9244 0.8610 0.7714 0.0899 0.0929 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq10-amp1 kriging 0 0 1 10 0.5694 0.1923 0.7685 0.6637 0.5720 0.4806 0.3834 0.2778 0.1820 0.1035 0.0460 0.0278 0.0210 0.2915 0.7393 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq10-amp1 kriging 0 0 1 10 0.9515 0.0479 0.9982 0.9963 0.9912 0.9847 0.9753 0.9602 0.9347 0.8927 0.7948 0.6802 0.5596 0.1329 0.1432 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq100-amp1 kriging 0 0 1 10 0.5131 0.2071 0.8753 0.7393 0.5729 0.4060 0.2748 0.1904 0.1266 0.0773 0.0421 0.0286 0.0223 0.2485 0.6547 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq100-amp1 kriging 0 0 1 10 0.9522 0.0484 0.9921 0.9848 0.9766 0.9669 0.9540 0.9384 0.9166 0.8761 0.7835 0.6648 0.5375 0.1688 0.1849 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq10-amp1.5 kriging 0 0 1 10 0.3669 0.2885 0.6902 0.5559 0.4322 0.3241 0.2337 0.1580 0.0994 0.0568 0.0288 0.0205 0.0172 0.2647 0.8748 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq10-amp1.5 kriging 0 0 1 10 0.8889 0.0719 0.9908 0.9810 0.9686 0.9492 0.9252 0.8943 0.8481 0.7825 0.6609 0.5372 0.4298 0.1998 0.2299 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq100-amp1.5 kriging 0 0 1 10 0.3182 0.3107 0.7347 0.4952 0.3273 0.2248 0.1629 0.1125 0.0776 0.0516 0.0305 0.0220 0.0169 0.2394 0.8911 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq100-amp1.5 kriging 0 0 1 10 0.9000 0.0727 0.9804 0.9648 0.9495 0.9333 0.9135 0.8890 0.8485 0.7835 0.6551 0.5263 0.4141 0.2203 0.2563 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq10-amp2 kriging 0 0 1 10 0.2433 0.3846 0.6452 0.4777 0.3481 0.2473 0.1725 0.1113 0.0690 0.0401 0.0236 0.0186 0.0150 0.2460 0.9600 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq10-amp2 kriging 0 0 1 10 0.8044 0.0959 0.9753 0.9542 0.9280 0.8991 0.8650 0.8205 0.7698 0.6917 0.5600 0.4495 0.3584 0.2515 0.3099 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.2-freq100-amp2 kriging 0 0 1 10 0.2073 0.4143 0.5885 0.3596 0.2360 0.1692 0.1207 0.0867 0.0608 0.0401 0.0256 0.0181 0.0146 0.2303 1.0801 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.2-freq100-amp2 kriging 0 0 1 10 0.8370 0.0969 0.9649 0.9432 0.9222 0.8990 0.8725 0.8327 0.7795 0.7000 0.5588 0.4368 0.3347 0.2556 0.3151 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.25-freq10-amp0.1 kriging 0 0 1 10 0.9907 0.0221 0.9999 0.9997 0.9989 0.9975 0.9948 0.9897 0.9743 0.9401 0.8424 0.6399 0.4339 0.0820 0.0872 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.25-freq10-amp0.1 kriging 0 0 1 10 0.9996 0.0040 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9999 0.0006 0.0006 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.25-freq100-amp0.1 kriging 0 0 1 10 0.9876 0.0239 0.9994 0.9986 0.9972 0.9953 0.9896 0.9813 0.9620 0.9202 0.7792 0.5378 0.3105 0.0970 0.1050 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.25-freq100-amp0.1 kriging 0 0 1 10 0.9996 0.0040 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9999 0.0009 0.0009 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.25-freq10-amp0.5 kriging 0 0 1 10 0.8132 0.1108 0.8595 0.7708 0.6896 0.6081 0.5323 0.4485 0.3499 0.2168 0.0720 0.0214 0.0071 0.3022 0.6018 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.25-freq10-amp0.5 kriging 0 0 1 10 0.9917 0.0202 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9995 0.9936 0.9752 0.9300 0.0165 0.0166 nan
COCOfunction3-dim10-seed1-disth1-height0.25-radius0.25-freq100-amp0.5 kriging 0 0 1 10 0.7566 0.1195 0.9116 0.8397 0.7484 0.6336 0.4993 0.3431 0.1960 0.0907 0.0300 0.0105 0.0054 0.2433 0.5091 nan
COCOfunction3-dim10-seed1-disth2-height0.25-radius0.25-freq100-amp0.5 kriging 0 0 1 10 0.9910 0.0204 1.0000 0.9999 0.9999 0.9998 0.9998 0.9996 0.9993 0.9984 0.9933 0.9705 0.9277 0.0223 0.0225 nan
