instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq10-amp0.1 kriging 0 0 1 1 0.9994 0.0043 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0003 0.0003 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq10-amp0.1 kriging 0 0 1 1 0.9792 0.0265 1.0000 1.0000 1.0000 1.0000 1.0000 0.9230 0.8460 0.5510 0.2190 0.2020 0.1770 0.1240 0.1537 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq100-amp0.1 kriging 0 0 1 1 0.9996 0.0034 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0002 0.0002 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq100-amp0.1 kriging 0 0 1 1 0.9757 0.0275 1.0000 1.0000 1.0000 1.0000 0.9260 0.6910 0.5730 0.4610 0.2190 0.2010 0.1750 0.1747 0.2352 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq10-amp0.5 kriging 0 0 1 1 0.9852 0.0218 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9330 0.0097 0.0098 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq10-amp0.5 kriging 0 0 1 1 0.6812 0.1327 0.6350 0.3620 0.2230 0.2100 0.1990 0.1840 0.1600 0.1180 0.0440 0.0000 0.0000 0.2855 1.0868 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq100-amp0.5 kriging 0 0 1 1 0.9901 0.0174 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0066 0.0066 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq100-amp0.5 kriging 0 0 1 1 0.6024 0.1379 0.5100 0.2250 0.2140 0.2040 0.1930 0.1770 0.1520 0.1090 0.0340 0.0000 0.0000 0.2944 1.3242 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq10-amp1 kriging 0 0 1 1 0.9392 0.0435 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9290 0.7690 0.7660 0.0401 0.0410 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq10-amp1 kriging 0 0 1 1 0.3813 0.2655 0.3700 0.2050 0.1830 0.1570 0.1250 0.0840 0.0460 0.0000 0.0000 0.0000 0.0000 0.2118 1.3438 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq100-amp1 kriging 0 0 1 1 0.9607 0.0349 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8120 0.7690 0.0260 0.0264 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq100-amp1 kriging 0 0 1 1 0.2596 0.2759 0.2130 0.1920 0.1700 0.1420 0.1080 0.0710 0.0290 0.0000 0.0000 0.0000 0.0000 0.2058 1.6797 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq10-amp1.5 kriging 0 0 1 1 0.8635 0.0653 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8910 0.7680 0.7650 0.7640 0.0879 0.0923 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq10-amp1.5 kriging 0 0 1 1 0.2384 0.3982 0.3010 0.1750 0.1340 0.0890 0.0520 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1496 1.2916 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq100-amp1.5 kriging 0 0 1 1 0.9136 0.0523 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.7760 0.7690 0.7670 0.0559 0.0577 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq100-amp1.5 kriging 0 0 1 1 0.1258 0.4139 0.1920 0.1530 0.1090 0.0700 0.0310 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1388 1.7307 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq10-amp2 kriging 0 0 1 1 0.7655 0.0871 1.0000 1.0000 1.0000 1.0000 1.0000 0.9710 0.7950 0.7690 0.7660 0.7640 0.7630 0.1452 0.1577 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq10-amp2 kriging 0 0 1 1 0.1664 0.5310 0.2790 0.1380 0.0800 0.0420 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1088 1.1746 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.1-freq100-amp2 kriging 0 0 1 1 0.8524 0.0698 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8740 0.7690 0.7680 0.7660 0.0924 0.0973 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.1-freq100-amp2 kriging 0 0 1 1 0.0693 0.5519 0.1660 0.1040 0.0560 0.0050 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0957 1.6681 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq10-amp0.1 kriging 0 0 1 1 0.9993 0.0050 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0004 0.0004 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq10-amp0.1 kriging 0 0 1 1 0.9810 0.0254 1.0000 1.0000 1.0000 1.0000 1.0000 0.9330 0.8540 0.6060 0.2210 0.2040 0.1800 0.1204 0.1470 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq100-amp0.1 kriging 0 0 1 1 0.9994 0.0041 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.0003 0.0003 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq100-amp0.1 kriging 0 0 1 1 0.9776 0.0264 1.0000 1.0000 1.0000 1.0000 0.9530 0.7130 0.5880 0.4790 0.2190 0.2030 0.1780 0.1691 0.2232 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq10-amp0.5 kriging 0 0 1 1 0.9811 0.0251 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8520 0.0123 0.0124 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq10-amp0.5 kriging 0 0 1 1 0.7012 0.1272 0.6590 0.3980 0.2580 0.2120 0.2010 0.1870 0.1640 0.1260 0.0540 0.0000 0.0000 0.2865 1.0457 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq100-amp0.5 kriging 0 0 1 1 0.9862 0.0206 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9420 0.0092 0.0092 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq100-amp0.5 kriging 0 0 1 1 0.6237 0.1322 0.5210 0.3190 0.2150 0.2060 0.1950 0.1800 0.1560 0.1160 0.0440 0.0000 0.0000 0.2973 1.2816 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq10-amp1 kriging 0 0 1 1 0.9202 0.0503 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.7730 0.7670 0.7640 0.0520 0.0536 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq10-amp1 kriging 0 0 1 1 0.4052 0.2545 0.3870 0.2060 0.1870 0.1630 0.1330 0.0950 0.0560 0.0000 0.0000 0.0000 0.0000 0.2208 1.3447 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq100-amp1 kriging 0 0 1 1 0.9460 0.0413 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9510 0.7720 0.7680 0.0353 0.0360 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq100-amp1 kriging 0 0 1 1 0.2782 0.2644 0.2140 0.1950 0.1730 0.1470 0.1140 0.0800 0.0390 0.0000 0.0000 0.0000 0.0000 0.2127 1.6561 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq10-amp1.5 kriging 0 0 1 1 0.8184 0.0755 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9410 0.7710 0.7660 0.7640 0.7610 0.1152 0.1230 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq10-amp1.5 kriging 0 0 1 1 0.2580 0.3817 0.3110 0.1790 0.1430 0.1010 0.0630 0.0270 0.0000 0.0000 0.0000 0.0000 0.0000 0.1608 1.3189 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq100-amp1.5 kriging 0 0 1 1 0.8840 0.0619 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9470 0.7720 0.7680 0.7650 0.0731 0.0761 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq100-amp1.5 kriging 0 0 1 1 0.1371 0.3966 0.1950 0.1570 0.1170 0.0780 0.0410 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1464 1.7256 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq10-amp2 kriging 0 0 1 1 0.6882 0.1007 1.0000 1.0000 1.0000 1.0000 0.9750 0.8000 0.7690 0.7670 0.7640 0.7620 0.7600 0.1886 0.2105 nan
COCOfunction4-dim1-seed1-disth2-height0.75-radius0.15-freq10-amp2 kriging 0 0 1 1 0.1822 0.5090 0.2720 0.1460 0.0930 0.0550 0.0120 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.1202 1.2223 nan
COCOfunction4-dim1-seed1-disth1-height0.75-radius0.15-freq100-amp2 kriging 0 0 1 1 0.8076 0.0826 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9360 0.7750 0.7680 0.7660 0.7640 0.1162 0.1240 nan
